x;y;u;v;column;row
0.1379;0.3158;0.1380;0.3158;4;6
0.1724;0.3158;0.1725;0.3158;5;6
0.2069;0.3158;0.2069;0.3158;6;6
0.2414;0.3158;0.2414;0.3158;7;6
0.2759;0.3158;0.2758;0.3158;8;6
0.3103;0.3158;0.3103;0.3159;9;6
0.3448;0.3158;0.3448;0.3159;10;6
0.3793;0.3158;0.3793;0.3159;11;6
0.4138;0.3158;0.4138;0.3159;12;6
0.4483;0.3158;0.4483;0.3159;13;6
0.4828;0.3158;0.4828;0.3159;14;6
0.5172;0.3158;0.5173;0.3159;15;6
0.5517;0.3158;0.5518;0.3159;16;6
0.5862;0.3158;0.5863;0.3159;17;6
0.6207;0.3158;0.6208;0.3159;18;6
0.6552;0.3158;0.6553;0.3158;19;6
0.6897;0.3158;0.6898;0.3158;20;6
0.7241;0.3158;0.7242;0.3158;21;6
0.7586;0.3158;0.7587;0.3158;22;6
0.7931;0.3158;0.7932;0.3158;23;6
0.8276;0.3158;0.8276;0.3158;24;6
0.8621;0.3158;0.8621;0.3158;25;6
0.8966;0.3158;0.8965;0.3158;26;6
0.9310;0.3158;0.9309;0.3159;27;6
0.9655;0.3158;0.9653;0.3160;28;6
1.0000;0.3158;0.9996;0.3162;29;6
0.0000;0.3684;0.0001;0.3686;0;7
0.0345;0.3684;0.0346;0.3685;1;7
0.0690;0.3684;0.0691;0.3685;2;7
0.1034;0.3684;0.1036;0.3684;3;7
0.1379;0.3684;0.1380;0.3684;4;7
0.1724;0.3684;0.1725;0.3684;5;7
0.2069;0.3684;0.2069;0.3684;6;7
0.2414;0.3684;0.2414;0.3685;7;7
0.2759;0.3684;0.2759;0.3685;8;7
0.3103;0.3684;0.3103;0.3685;9;7
0.3448;0.3684;0.3448;0.3685;10;7
0.3793;0.3684;0.3793;0.3685;11;7
0.4138;0.3684;0.4138;0.3685;12;7
0.4483;0.3684;0.4483;0.3685;13;7
0.4828;0.3684;0.4828;0.3685;14;7
0.5172;0.3684;0.5173;0.3685;15;7
0.5517;0.3684;0.5518;0.3685;16;7
0.5862;0.3684;0.5863;0.3685;17;7
0.6207;0.3684;0.6207;0.3685;18;7
0.6552;0.3684;0.6552;0.3684;19;7
0.6897;0.3684;0.6897;0.3684;20;7
0.7241;0.3684;0.7242;0.3684;21;7
0.7586;0.3684;0.7587;0.3684;22;7
0.7931;0.3684;0.7932;0.3684;23;7
0.8276;0.3684;0.8276;0.3684;24;7
0.8621;0.3684;0.8621;0.3684;25;7
0.8966;0.3684;0.8965;0.3684;26;7
0.9310;0.3684;0.9309;0.3685;27;7
0.9655;0.3684;0.9653;0.3686;28;7
1.0000;0.3684;0.9997;0.3688;29;7
0.0000;0.4211;0.0001;0.4212;0;8
0.0345;0.4211;0.0346;0.4211;1;8
0.0690;0.4211;0.0691;0.4211;2;8
0.1034;0.4211;0.1036;0.4211;3;8
0.1379;0.4211;0.1380;0.4210;4;8
0.1724;0.4211;0.1725;0.4210;5;8
0.2069;0.4211;0.2070;0.4210;6;8
0.2414;0.4211;0.2414;0.4211;7;8
0.2759;0.4211;0.2759;0.4211;8;8
0.3103;0.4211;0.3103;0.4211;9;8
0.3448;0.4211;0.3448;0.4211;10;8
0.3793;0.4211;0.3793;0.4211;11;8
0.4138;0.4211;0.4138;0.4211;12;8
0.4483;0.4211;0.4483;0.4211;13;8
0.4828;0.4211;0.4828;0.4211;14;8
0.5172;0.4211;0.5173;0.4211;15;8
0.5517;0.4211;0.5517;0.4211;16;8
0.5862;0.4211;0.5862;0.4211;17;8
0.6207;0.4211;0.6207;0.4211;18;8
0.6552;0.4211;0.6552;0.4210;19;8
0.6897;0.4211;0.6897;0.4210;20;8
0.7241;0.4211;0.7242;0.4210;21;8
0.7586;0.4211;0.7587;0.4210;22;8
0.7931;0.4211;0.7931;0.4210;23;8
0.8276;0.4211;0.8276;0.4210;24;8
0.8621;0.4211;0.8620;0.4210;25;8
0.8966;0.4211;0.8965;0.4210;26;8
0.9310;0.4211;0.9309;0.4211;27;8
0.9655;0.4211;0.9653;0.4212;28;8
1.0000;0.4211;0.9997;0.4213;29;8
0.0000;0.4737;0.0001;0.4738;0;9
0.0345;0.4737;0.0346;0.4737;1;9
0.0690;0.4737;0.0691;0.4737;2;9
0.1034;0.4737;0.1036;0.4737;3;9
0.1379;0.4737;0.1380;0.4736;4;9
0.1724;0.4737;0.1725;0.4736;5;9
0.2069;0.4737;0.2070;0.4736;6;9
0.2414;0.4737;0.2414;0.4736;7;9
0.2759;0.4737;0.2759;0.4737;8;9
0.3103;0.4737;0.3104;0.4737;9;9
0.3448;0.4737;0.3448;0.4737;10;9
0.3793;0.4737;0.3793;0.4737;11;9
0.4138;0.4737;0.4138;0.4737;12;9
0.4483;0.4737;0.4483;0.4737;13;9
0.4828;0.4737;0.4828;0.4737;14;9
0.5172;0.4737;0.5173;0.4737;15;9
0.5517;0.4737;0.5517;0.4737;16;9
0.5862;0.4737;0.5862;0.4737;17;9
0.6207;0.4737;0.6207;0.4737;18;9
0.6552;0.4737;0.6552;0.4736;19;9
0.6897;0.4737;0.6897;0.4736;20;9
0.7241;0.4737;0.7242;0.4736;21;9
0.7586;0.4737;0.7587;0.4736;22;9
0.7931;0.4737;0.7931;0.4736;23;9
0.8276;0.4737;0.8276;0.4736;24;9
0.8621;0.4737;0.8620;0.4736;25;9
0.8966;0.4737;0.8965;0.4736;26;9
0.9310;0.4737;0.9309;0.4737;27;9
0.9655;0.4737;0.9653;0.4738;28;9
1.0000;0.4737;0.9998;0.4739;29;9
0.0000;0.5263;0.0001;0.5265;0;10
0.0345;0.5263;0.0346;0.5264;1;10
0.0690;0.5263;0.0691;0.5263;2;10
0.1034;0.5263;0.1036;0.5263;3;10
0.1379;0.5263;0.1380;0.5262;4;10
0.1724;0.5263;0.1725;0.5262;5;10
0.2069;0.5263;0.2070;0.5262;6;10
0.2414;0.5263;0.2414;0.5262;7;10
0.2759;0.5263;0.2759;0.5262;8;10
0.3103;0.5263;0.3104;0.5262;9;10
0.3448;0.5263;0.3448;0.5262;10;10
0.3793;0.5263;0.3793;0.5263;11;10
0.4138;0.5263;0.4138;0.5263;12;10
0.4483;0.5263;0.4483;0.5263;13;10
0.4828;0.5263;0.4828;0.5263;14;10
0.5172;0.5263;0.5173;0.5263;15;10
0.5517;0.5263;0.5517;0.5263;16;10
0.5862;0.5263;0.5862;0.5262;17;10
0.6207;0.5263;0.6207;0.5262;18;10
0.6552;0.5263;0.6552;0.5262;19;10
0.6897;0.5263;0.6897;0.5262;20;10
0.7241;0.5263;0.7242;0.5262;21;10
0.7586;0.5263;0.7586;0.5262;22;10
0.7931;0.5263;0.7931;0.5262;23;10
0.8276;0.5263;0.8276;0.5262;24;10
0.8621;0.5263;0.8620;0.5262;25;10
0.8966;0.5263;0.8965;0.5262;26;10
0.9310;0.5263;0.9309;0.5263;27;10
0.9655;0.5263;0.9654;0.5264;28;10
1.0000;0.5263;0.9998;0.5266;29;10
0.0000;0.5789;0.0001;0.5791;0;11
0.0345;0.5789;0.0346;0.5790;1;11
0.0690;0.5789;0.0691;0.5789;2;11
0.1034;0.5789;0.1036;0.5789;3;11
0.1379;0.5789;0.1380;0.5789;4;11
0.1724;0.5789;0.1725;0.5788;5;11
0.2069;0.5789;0.2070;0.5788;6;11
0.2414;0.5789;0.2414;0.5788;7;11
0.2759;0.5789;0.2759;0.5788;8;11
0.3103;0.5789;0.3104;0.5788;9;11
0.3448;0.5789;0.3448;0.5788;10;11
0.3793;0.5789;0.3793;0.5788;11;11
0.4138;0.5789;0.4138;0.5788;12;11
0.4483;0.5789;0.4483;0.5788;13;11
0.4828;0.5789;0.4828;0.5788;14;11
0.5172;0.5789;0.5172;0.5788;15;11
0.5517;0.5789;0.5517;0.5788;16;11
0.5862;0.5789;0.5862;0.5788;17;11
0.6207;0.5789;0.6207;0.5788;18;11
0.6552;0.5789;0.6552;0.5788;19;11
0.6897;0.5789;0.6897;0.5788;20;11
0.7241;0.5789;0.7242;0.5788;21;11
0.7586;0.5789;0.7586;0.5788;22;11
0.7931;0.5789;0.7931;0.5788;23;11
0.8276;0.5789;0.8276;0.5788;24;11
0.8621;0.5789;0.8620;0.5788;25;11
0.8966;0.5789;0.8965;0.5789;26;11
0.9310;0.5789;0.9309;0.5789;27;11
0.9655;0.5789;0.9654;0.5791;28;11
1.0000;0.5789;0.9998;0.5792;29;11
0.0000;0.6316;0.0001;0.6318;0;12
0.0345;0.6316;0.0346;0.6317;1;12
0.0690;0.6316;0.0691;0.6316;2;12
0.1034;0.6316;0.1035;0.6315;3;12
0.1379;0.6316;0.1380;0.6315;4;12
0.1724;0.6316;0.1725;0.6314;5;12
0.2069;0.6316;0.2070;0.6314;6;12
0.2414;0.6316;0.2414;0.6314;7;12
0.2759;0.6316;0.2759;0.6314;8;12
0.3103;0.6316;0.3104;0.6314;9;12
0.3448;0.6316;0.3448;0.6314;10;12
0.3793;0.6316;0.3793;0.6314;11;12
0.4138;0.6316;0.4138;0.6314;12;12
0.4483;0.6316;0.4483;0.6314;13;12
0.4828;0.6316;0.4828;0.6314;14;12
0.5172;0.6316;0.5172;0.6314;15;12
0.5517;0.6316;0.5517;0.6314;16;12
0.5862;0.6316;0.5862;0.6314;17;12
0.6207;0.6316;0.6207;0.6314;18;12
0.6552;0.6316;0.6552;0.6314;19;12
0.6897;0.6316;0.6897;0.6314;20;12
0.7241;0.6316;0.7241;0.6314;21;12
0.7586;0.6316;0.7586;0.6314;22;12
0.7931;0.6316;0.7931;0.6314;23;12
0.8276;0.6316;0.8276;0.6314;24;12
0.8621;0.6316;0.8620;0.6315;25;12
0.8966;0.6316;0.8965;0.6315;26;12
0.9310;0.6316;0.9310;0.6316;27;12
0.9655;0.6316;0.9654;0.6317;28;12
1.0000;0.6316;0.9999;0.6319;29;12
0.0000;0.6842;0.0001;0.6845;0;13
0.0345;0.6842;0.0346;0.6843;1;13
0.0690;0.6842;0.0690;0.6842;2;13
0.1034;0.6842;0.1035;0.6842;3;13
0.1379;0.6842;0.1380;0.6841;4;13
0.1724;0.6842;0.1725;0.6841;5;13
0.2069;0.6842;0.2069;0.6840;6;13
0.2414;0.6842;0.2414;0.6840;7;13
0.2759;0.6842;0.2759;0.6840;8;13
0.3103;0.6842;0.3104;0.6840;9;13
0.3448;0.6842;0.3448;0.6840;10;13
0.3793;0.6842;0.3793;0.6840;11;13
0.4138;0.6842;0.4138;0.6840;12;13
0.4483;0.6842;0.4483;0.6840;13;13
0.4828;0.6842;0.4828;0.6840;14;13
0.5172;0.6842;0.5172;0.6840;15;13
0.5517;0.6842;0.5517;0.6840;16;13
0.5862;0.6842;0.5862;0.6840;17;13
0.6207;0.6842;0.6207;0.6840;18;13
0.6552;0.6842;0.6552;0.6840;19;13
0.6897;0.6842;0.6897;0.6840;20;13
0.7241;0.6842;0.7241;0.6840;21;13
0.7586;0.6842;0.7586;0.6840;22;13
0.7931;0.6842;0.7931;0.6840;23;13
0.8276;0.6842;0.8276;0.6841;24;13
0.8621;0.6842;0.8620;0.6841;25;13
0.8966;0.6842;0.8965;0.6842;26;13
0.9310;0.6842;0.9310;0.6843;27;13
0.9655;0.6842;0.9655;0.6844;28;13
1.0000;0.6842;0.9999;0.6846;29;13
0.0000;0.7368;0.0000;0.7372;0;14
0.0345;0.7368;0.0345;0.7370;1;14
0.0690;0.7368;0.0690;0.7369;2;14
0.1034;0.7368;0.1035;0.7368;3;14
0.1379;0.7368;0.1380;0.7368;4;14
0.1724;0.7368;0.1724;0.7367;5;14
0.2069;0.7368;0.2069;0.7367;6;14
0.2414;0.7368;0.2414;0.7366;7;14
0.2759;0.7368;0.2759;0.7366;8;14
0.3103;0.7368;0.3104;0.7366;9;14
0.3448;0.7368;0.3448;0.7366;10;14
0.3793;0.7368;0.3793;0.7366;11;14
0.4138;0.7368;0.4138;0.7366;12;14
0.4483;0.7368;0.4483;0.7366;13;14
0.4828;0.7368;0.4828;0.7366;14;14
0.5172;0.7368;0.5172;0.7366;15;14
0.5517;0.7368;0.5517;0.7366;16;14
0.5862;0.7368;0.5862;0.7366;17;14
0.6207;0.7368;0.6207;0.7366;18;14
0.6552;0.7368;0.6552;0.7366;19;14
0.6897;0.7368;0.6896;0.7366;20;14
0.7241;0.7368;0.7241;0.7366;21;14
0.7586;0.7368;0.7586;0.7367;22;14
0.7931;0.7368;0.7931;0.7367;23;14
0.8276;0.7368;0.8275;0.7367;24;14
0.8621;0.7368;0.8620;0.7368;25;14
0.8966;0.7368;0.8965;0.7369;26;14
0.9310;0.7368;0.9310;0.7370;27;14
0.9655;0.7368;0.9655;0.7372;28;14
1.0000;0.7368;1.0000;0.7373;29;14
0.0000;0.7895;-0.0000;0.7899;0;15
0.0345;0.7895;0.0345;0.7898;1;15
0.0690;0.7895;0.0690;0.7896;2;15
0.1034;0.7895;0.1035;0.7895;3;15
0.1379;0.7895;0.1379;0.7895;4;15
0.1724;0.7895;0.1724;0.7894;5;15
0.2069;0.7895;0.2069;0.7893;6;15
0.2414;0.7895;0.2414;0.7893;7;15
0.2759;0.7895;0.2759;0.7893;8;15
0.3103;0.7895;0.3103;0.7892;9;15
0.3448;0.7895;0.3448;0.7892;10;15
0.3793;0.7895;0.3793;0.7892;11;15
0.4138;0.7895;0.4138;0.7892;12;15
0.4483;0.7895;0.4483;0.7892;13;15
0.4828;0.7895;0.4827;0.7892;14;15
0.5172;0.7895;0.5172;0.7892;15;15
0.5517;0.7895;0.5517;0.7892;16;15
0.5862;0.7895;0.5862;0.7892;17;15
0.6207;0.7895;0.6207;0.7892;18;15
0.6552;0.7895;0.6552;0.7893;19;15
0.6897;0.7895;0.6896;0.7893;20;15
0.7241;0.7895;0.7241;0.7893;21;15
0.7586;0.7895;0.7586;0.7893;22;15
0.7931;0.7895;0.7931;0.7894;23;15
0.8276;0.7895;0.8275;0.7894;24;15
0.8621;0.7895;0.8620;0.7895;25;15
0.8966;0.7895;0.8965;0.7896;26;15
0.9310;0.7895;0.9310;0.7897;27;15
0.9655;0.7895;0.9655;0.7899;28;15
1.0000;0.7895;1.0000;0.7901;29;15
0.0000;0.8421;-0.0001;0.8427;0;16
0.0345;0.8421;0.0344;0.8425;1;16
0.0690;0.8421;0.0689;0.8424;2;16
0.1034;0.8421;0.1034;0.8423;3;16
0.1379;0.8421;0.1379;0.8422;4;16
0.1724;0.8421;0.1724;0.8421;5;16
0.2069;0.8421;0.2069;0.8420;6;16
0.2414;0.8421;0.2414;0.8420;7;16
0.2759;0.8421;0.2758;0.8419;8;16
0.3103;0.8421;0.3103;0.8419;9;16
0.3448;0.8421;0.3448;0.8419;10;16
0.3793;0.8421;0.3793;0.8419;11;16
0.4138;0.8421;0.4138;0.8419;12;16
0.4483;0.8421;0.4483;0.8419;13;16
0.4828;0.8421;0.4827;0.8419;14;16
0.5172;0.8421;0.5172;0.8419;15;16
0.5517;0.8421;0.5517;0.8419;16;16
0.5862;0.8421;0.5862;0.8419;17;16
0.6207;0.8421;0.6207;0.8419;18;16
0.6552;0.8421;0.6551;0.8419;19;16
0.6897;0.8421;0.6896;0.8419;20;16
0.7241;0.8421;0.7241;0.8420;21;16
0.7586;0.8421;0.7586;0.8420;22;16
0.7931;0.8421;0.7931;0.8421;23;16
0.8276;0.8421;0.8275;0.8421;24;16
0.8621;0.8421;0.8620;0.8422;25;16
0.8966;0.8421;0.8965;0.8423;26;16
0.9310;0.8421;0.9310;0.8425;27;16
0.9655;0.8421;0.9656;0.8426;28;16
1.0000;0.8421;1.0001;0.8428;29;16
0.0000;0.8947;-0.0001;0.8954;0;17
0.0345;0.8947;0.0344;0.8953;1;17
0.0690;0.8947;0.0689;0.8951;2;17
0.1034;0.8947;0.1034;0.8950;3;17
0.1379;0.8947;0.1379;0.8949;4;17
0.1724;0.8947;0.1724;0.8948;5;17
0.2069;0.8947;0.2069;0.8947;6;17
0.2414;0.8947;0.2413;0.8947;7;17
0.2759;0.8947;0.2758;0.8946;8;17
0.3103;0.8947;0.3103;0.8946;9;17
0.3448;0.8947;0.3448;0.8946;10;17
0.3793;0.8947;0.3793;0.8946;11;17
0.4138;0.8947;0.4138;0.8945;12;17
0.4483;0.8947;0.4483;0.8945;13;17
0.4828;0.8947;0.4827;0.8945;14;17
0.5172;0.8947;0.5172;0.8945;15;17
0.5517;0.8947;0.5517;0.8946;16;17
0.5862;0.8947;0.5862;0.8946;17;17
0.6207;0.8947;0.6207;0.8946;18;17
0.6552;0.8947;0.6551;0.8946;19;17
0.6897;0.8947;0.6896;0.8946;20;17
0.7241;0.8947;0.7241;0.8947;21;17
0.7586;0.8947;0.7586;0.8947;22;17
0.7931;0.8947;0.7931;0.8948;23;17
0.8276;0.8947;0.8275;0.8948;24;17
0.8621;0.8947;0.8620;0.8949;25;17
0.8966;0.8947;0.8965;0.8950;26;17
0.9310;0.8947;0.9311;0.8952;27;17
0.9655;0.8947;0.9656;0.8954;28;17
1.0000;0.8947;1.0001;0.8956;29;17
0.0000;0.9474;-0.0001;0.9482;0;18
0.0345;0.9474;0.0344;0.9480;1;18
0.0690;0.9474;0.0689;0.9479;2;18
0.1034;0.9474;0.1034;0.9477;3;18
0.1379;0.9474;0.1379;0.9476;4;18
0.1724;0.9474;0.1723;0.9475;5;18
0.2069;0.9474;0.2068;0.9475;6;18
0.2414;0.9474;0.2413;0.9474;7;18
0.2759;0.9474;0.2758;0.9473;8;18
0.3103;0.9474;0.3103;0.9473;9;18
0.3448;0.9474;0.3448;0.9473;10;18
0.3793;0.9474;0.3793;0.9473;11;18
0.4138;0.9474;0.4138;0.9472;12;18
0.4483;0.9474;0.4483;0.9472;13;18
0.4828;0.9474;0.4827;0.9472;14;18
0.5172;0.9474;0.5172;0.9472;15;18
0.5517;0.9474;0.5517;0.9472;16;18
0.5862;0.9474;0.5862;0.9472;17;18
0.6207;0.9474;0.6207;0.9473;18;18
0.6552;0.9474;0.6551;0.9473;19;18
0.6897;0.9474;0.6896;0.9473;20;18
0.7241;0.9474;0.7241;0.9473;21;18
0.7586;0.9474;0.7586;0.9474;22;18
0.7931;0.9474;0.7931;0.9475;23;18
0.8276;0.9474;0.8276;0.9475;24;18
0.8621;0.9474;0.8621;0.9476;25;18
0.8966;0.9474;0.8966;0.9477;26;18
0.9310;0.9474;0.9311;0.9479;27;18
0.9655;0.9474;0.9656;0.9481;28;18
1.0000;0.9474;1.0002;0.9483;29;18
0.0000;1.0000;-0.0001;1.0009;0;19
0.0345;1.0000;0.0344;1.0008;1;19
0.0690;1.0000;0.0689;1.0006;2;19
0.1034;1.0000;0.1034;1.0005;3;19
0.1379;1.0000;0.1379;1.0004;4;19
0.1724;1.0000;0.1723;1.0003;5;19
0.2069;1.0000;0.2068;1.0002;6;19
0.2414;1.0000;0.2413;1.0001;7;19
0.2759;1.0000;0.2758;1.0001;8;19
0.3103;1.0000;0.3103;1.0000;9;19
0.3448;1.0000;0.3448;1.0000;10;19
