x;y;u;v;column;row
0.8621;0.3684;0.8623;0.3685;25;7
0.8966;0.3684;0.8968;0.3686;26;7
0.9310;0.3684;0.9313;0.3688;27;7
0.9655;0.3684;0.9659;0.3690;28;7
1.0000;0.3684;1.0004;0.3694;29;7
0.0000;0.4211;0.0001;0.4206;0;8
0.0345;0.4211;0.0345;0.4207;1;8
0.0690;0.4211;0.0689;0.4209;2;8
0.1034;0.4211;0.1034;0.4209;3;8
0.1379;0.4211;0.1378;0.4210;4;8
0.1724;0.4211;0.1723;0.4210;5;8
0.2069;0.4211;0.2068;0.4210;6;8
0.2414;0.4211;0.2412;0.4210;7;8
0.2759;0.4211;0.2757;0.4210;8;8
0.3103;0.4211;0.3102;0.4211;9;8
0.3448;0.4211;0.3447;0.4211;10;8
0.3793;0.4211;0.3792;0.4211;11;8
0.4138;0.4211;0.4137;0.4211;12;8
0.4483;0.4211;0.4482;0.4212;13;8
0.4828;0.4211;0.4827;0.4212;14;8
0.5172;0.4211;0.5172;0.4212;15;8
0.5517;0.4211;0.5517;0.4212;16;8
0.5862;0.4211;0.5862;0.4212;17;8
0.6207;0.4211;0.6207;0.4212;18;8
0.6552;0.4211;0.6552;0.4212;19;8
0.6897;0.4211;0.6897;0.4212;20;8
0.7241;0.4211;0.7242;0.4211;21;8
0.7586;0.4211;0.7587;0.4211;22;8
0.7931;0.4211;0.7932;0.4211;23;8
0.8276;0.4211;0.8277;0.4211;24;8
0.8621;0.4211;0.8622;0.4211;25;8
0.8966;0.4211;0.8967;0.4211;26;8
0.9310;0.4211;0.9313;0.4212;27;8
0.9655;0.4211;0.9658;0.4214;28;8
1.0000;0.4211;1.0003;0.4217;29;8
0.0000;0.4737;0.0001;0.4733;0;9
0.0345;0.4737;0.0345;0.4734;1;9
0.0690;0.4737;0.0690;0.4735;2;9
0.1034;0.4737;0.1034;0.4736;3;9
0.1379;0.4737;0.1379;0.4736;4;9
0.1724;0.4737;0.1723;0.4736;5;9
0.2069;0.4737;0.2068;0.4736;6;9
0.2414;0.4737;0.2413;0.4736;7;9
0.2759;0.4737;0.2758;0.4737;8;9
0.3103;0.4737;0.3102;0.4737;9;9
0.3448;0.4737;0.3447;0.4737;10;9
0.3793;0.4737;0.3792;0.4737;11;9
0.4138;0.4737;0.4137;0.4737;12;9
0.4483;0.4737;0.4482;0.4738;13;9
0.4828;0.4737;0.4827;0.4738;14;9
0.5172;0.4737;0.5172;0.4738;15;9
0.5517;0.4737;0.5517;0.4738;16;9
0.5862;0.4737;0.5862;0.4738;17;9
0.6207;0.4737;0.6207;0.4738;18;9
0.6552;0.4737;0.6552;0.4738;19;9
0.6897;0.4737;0.6897;0.4738;20;9
0.7241;0.4737;0.7242;0.4737;21;9
0.7586;0.4737;0.7587;0.4737;22;9
0.7931;0.4737;0.7932;0.4737;23;9
0.8276;0.4737;0.8277;0.4736;24;9
0.8621;0.4737;0.8622;0.4736;25;9
0.8966;0.4737;0.8967;0.4737;26;9
0.9310;0.4737;0.9312;0.4738;27;9
0.9655;0.4737;0.9657;0.4740;28;9
1.0000;0.4737;1.0002;0.4742;29;9
0.0000;0.5263;0.0001;0.5260;0;10
0.0345;0.5263;0.0345;0.5261;1;10
0.0690;0.5263;0.0690;0.5262;2;10
0.1034;0.5263;0.1034;0.5263;3;10
0.1379;0.5263;0.1379;0.5263;4;10
0.1724;0.5263;0.1724;0.5263;5;10
0.2069;0.5263;0.2068;0.5263;6;10
0.2414;0.5263;0.2413;0.5263;7;10
0.2759;0.5263;0.2758;0.5263;8;10
0.3103;0.5263;0.3103;0.5263;9;10
0.3448;0.5263;0.3448;0.5263;10;10
0.3793;0.5263;0.3793;0.5263;11;10
0.4138;0.5263;0.4138;0.5263;12;10
0.4483;0.5263;0.4483;0.5263;13;10
0.4828;0.5263;0.4828;0.5263;14;10
0.5172;0.5263;0.5173;0.5264;15;10
0.5517;0.5263;0.5517;0.5264;16;10
0.5862;0.5263;0.5862;0.5264;17;10
0.6207;0.5263;0.6207;0.5264;18;10
0.6552;0.5263;0.6552;0.5264;19;10
0.6897;0.5263;0.6897;0.5263;20;10
0.7241;0.5263;0.7242;0.5263;21;10
0.7586;0.5263;0.7586;0.5263;22;10
0.7931;0.5263;0.7931;0.5262;23;10
0.8276;0.5263;0.8276;0.5262;24;10
0.8621;0.5263;0.8621;0.5262;25;10
0.8966;0.5263;0.8966;0.5263;26;10
0.9310;0.5263;0.9311;0.5264;27;10
0.9655;0.5263;0.9656;0.5265;28;10
1.0000;0.5263;1.0001;0.5268;29;10
0.0000;0.5789;0.0001;0.5787;0;11
0.0345;0.5789;0.0346;0.5789;1;11
0.0690;0.5789;0.0690;0.5789;2;11
0.1034;0.5789;0.1035;0.5790;3;11
0.1379;0.5789;0.1379;0.5790;4;11
0.1724;0.5789;0.1724;0.5789;5;11
0.2069;0.5789;0.2069;0.5789;6;11
0.2414;0.5789;0.2414;0.5789;7;11
0.2759;0.5789;0.2759;0.5789;8;11
0.3103;0.5789;0.3103;0.5788;9;11
0.3448;0.5789;0.3448;0.5788;10;11
0.3793;0.5789;0.3793;0.5788;11;11
0.4138;0.5789;0.4138;0.5788;12;11
0.4483;0.5789;0.4483;0.5789;13;11
0.4828;0.5789;0.4828;0.5789;14;11
0.5172;0.5789;0.5173;0.5789;15;11
0.5517;0.5789;0.5518;0.5789;16;11
0.5862;0.5789;0.5862;0.5789;17;11
0.6207;0.5789;0.6207;0.5789;18;11
0.6552;0.5789;0.6552;0.5789;19;11
0.6897;0.5789;0.6897;0.5789;20;11
0.7241;0.5789;0.7241;0.5789;21;11
0.7586;0.5789;0.7586;0.5789;22;11
0.7931;0.5789;0.7931;0.5789;23;11
0.8276;0.5789;0.8275;0.5788;24;11
0.8621;0.5789;0.8620;0.5789;25;11
0.8966;0.5789;0.8965;0.5789;26;11
0.9310;0.5789;0.9310;0.5790;27;11
0.9655;0.5789;0.9654;0.5792;28;11
1.0000;0.5789;1.0000;0.5795;29;11
0.0000;0.6316;0.0001;0.6315;0;12
0.0345;0.6316;0.0346;0.6316;1;12
0.0690;0.6316;0.0690;0.6317;2;12
0.1034;0.6316;0.1035;0.6317;3;12
0.1379;0.6316;0.1380;0.6316;4;12
0.1724;0.6316;0.1724;0.6316;5;12
0.2069;0.6316;0.2069;0.6316;6;12
0.2414;0.6316;0.2414;0.6315;7;12
0.2759;0.6316;0.2759;0.6315;8;12
0.3103;0.6316;0.3104;0.6314;9;12
0.3448;0.6316;0.3449;0.6314;10;12
0.3793;0.6316;0.3793;0.6314;11;12
0.4138;0.6316;0.4138;0.6314;12;12
0.4483;0.6316;0.4483;0.6314;13;12
0.4828;0.6316;0.4828;0.6314;14;12
0.5172;0.6316;0.5173;0.6315;15;12
0.5517;0.6316;0.5518;0.6315;16;12
0.5862;0.6316;0.5862;0.6315;17;12
0.6207;0.6316;0.6207;0.6315;18;12
0.6552;0.6316;0.6552;0.6315;19;12
0.6897;0.6316;0.6896;0.6315;20;12
0.7241;0.6316;0.7241;0.6315;21;12
0.7586;0.6316;0.7586;0.6315;22;12
0.7931;0.6316;0.7930;0.6315;23;12
0.8276;0.6316;0.8275;0.6315;24;12
0.8621;0.6316;0.8619;0.6315;25;12
0.8966;0.6316;0.8964;0.6316;26;12
0.9310;0.6316;0.9309;0.6317;27;12
0.9655;0.6316;0.9654;0.6319;28;12
1.0000;0.6316;0.9999;0.6321;29;12
0.0000;0.6842;0.0001;0.6843;0;13
0.0345;0.6842;0.0346;0.6844;1;13
0.0690;0.6842;0.0691;0.6844;2;13
0.1034;0.6842;0.1035;0.6844;3;13
0.1379;0.6842;0.1380;0.6844;4;13
0.1724;0.6842;0.1725;0.6843;5;13
0.2069;0.6842;0.2070;0.6842;6;13
0.2414;0.6842;0.2414;0.6842;7;13
0.2759;0.6842;0.2759;0.6841;8;13
0.3103;0.6842;0.3104;0.6840;9;13
0.3448;0.6842;0.3449;0.6840;10;13
0.3793;0.6842;0.3794;0.6840;11;13
0.4138;0.6842;0.4139;0.6840;12;13
0.4483;0.6842;0.4483;0.6840;13;13
0.4828;0.6842;0.4828;0.6840;14;13
0.5172;0.6842;0.5173;0.6840;15;13
0.5517;0.6842;0.5518;0.6840;16;13
0.5862;0.6842;0.5862;0.6841;17;13
0.6207;0.6842;0.6207;0.6841;18;13
0.6552;0.6842;0.6552;0.6841;19;13
0.6897;0.6842;0.6896;0.6841;20;13
0.7241;0.6842;0.7241;0.6841;21;13
0.7586;0.6842;0.7585;0.6841;22;13
0.7931;0.6842;0.7930;0.6841;23;13
0.8276;0.6842;0.8274;0.6841;24;13
0.8621;0.6842;0.8619;0.6842;25;13
0.8966;0.6842;0.8964;0.6842;26;13
0.9310;0.6842;0.9308;0.6844;27;13
0.9655;0.6842;0.9653;0.6846;28;13
1.0000;0.6842;0.9998;0.6848;29;13
0.0000;0.7368;0.0001;0.7370;0;14
0.0345;0.7368;0.0346;0.7371;1;14
0.0690;0.7368;0.0690;0.7372;2;14
0.1034;0.7368;0.1035;0.7371;3;14
0.1379;0.7368;0.1380;0.7371;4;14
0.1724;0.7368;0.1725;0.7370;5;14
0.2069;0.7368;0.2070;0.7369;6;14
0.2414;0.7368;0.2414;0.7368;7;14
0.2759;0.7368;0.2759;0.7367;8;14
0.3103;0.7368;0.3104;0.7367;9;14
0.3448;0.7368;0.3449;0.7366;10;14
0.3793;0.7368;0.3794;0.7366;11;14
0.4138;0.7368;0.4139;0.7366;12;14
0.4483;0.7368;0.4483;0.7366;13;14
0.4828;0.7368;0.4828;0.7366;14;14
0.5172;0.7368;0.5173;0.7366;15;14
0.5517;0.7368;0.5518;0.7366;16;14
0.5862;0.7368;0.5862;0.7366;17;14
0.6207;0.7368;0.6207;0.7367;18;14
0.6552;0.7368;0.6551;0.7367;19;14
0.6897;0.7368;0.6896;0.7367;20;14
0.7241;0.7368;0.7241;0.7367;21;14
0.7586;0.7368;0.7585;0.7367;22;14
0.7931;0.7368;0.7930;0.7368;23;14
0.8276;0.7368;0.8274;0.7368;24;14
0.8621;0.7368;0.8619;0.7368;25;14
0.8966;0.7368;0.8963;0.7369;26;14
0.9310;0.7368;0.9308;0.7371;27;14
0.9655;0.7368;0.9653;0.7373;28;14
1.0000;0.7368;0.9998;0.7376;29;14
0.0000;0.7895;0.0001;0.7898;0;15
0.0345;0.7895;0.0346;0.7899;1;15
0.0690;0.7895;0.0690;0.7899;2;15
0.1034;0.7895;0.1035;0.7899;3;15
0.1379;0.7895;0.1380;0.7898;4;15
0.1724;0.7895;0.1725;0.7897;5;15
0.2069;0.7895;0.2069;0.7896;6;15
0.2414;0.7895;0.2414;0.7895;7;15
0.2759;0.7895;0.2759;0.7894;8;15
0.3103;0.7895;0.3104;0.7894;9;15
0.3448;0.7895;0.3449;0.7893;10;15
0.3793;0.7895;0.3794;0.7893;11;15
0.4138;0.7895;0.4138;0.7892;12;15
0.4483;0.7895;0.4483;0.7892;13;15
0.4828;0.7895;0.4828;0.7892;14;15
0.5172;0.7895;0.5173;0.7892;15;15
0.5517;0.7895;0.5517;0.7893;16;15
0.5862;0.7895;0.5862;0.7893;17;15
0.6207;0.7895;0.6207;0.7893;18;15
0.6552;0.7895;0.6551;0.7893;19;15
0.6897;0.7895;0.6896;0.7893;20;15
0.7241;0.7895;0.7241;0.7894;21;15
0.7586;0.7895;0.7585;0.7894;22;15
0.7931;0.7895;0.7930;0.7894;23;15
0.8276;0.7895;0.8274;0.7894;24;15
0.8621;0.7895;0.8619;0.7895;25;15
0.8966;0.7895;0.8964;0.7896;26;15
0.9310;0.7895;0.9308;0.7897;27;15
0.9655;0.7895;0.9653;0.7899;28;15
1.0000;0.7895;0.9998;0.7902;29;15
0.0000;0.8421;0.0000;0.8425;0;16
0.0345;0.8421;0.0345;0.8426;1;16
0.0690;0.8421;0.0690;0.8426;2;16
0.1034;0.8421;0.1035;0.8426;3;16
0.1379;0.8421;0.1380;0.8425;4;16
0.1724;0.8421;0.1724;0.8424;5;16
0.2069;0.8421;0.2069;0.8423;6;16
0.2414;0.8421;0.2414;0.8422;7;16
0.2759;0.8421;0.2759;0.8421;8;16
0.3103;0.8421;0.3104;0.8421;9;16
0.3448;0.8421;0.3448;0.8420;10;16
0.3793;0.8421;0.3793;0.8419;11;16
0.4138;0.8421;0.4138;0.8419;12;16
0.4483;0.8421;0.4483;0.8419;13;16
0.4828;0.8421;0.4828;0.8419;14;16
0.5172;0.8421;0.5172;0.8419;15;16
0.5517;0.8421;0.5517;0.8419;16;16
0.5862;0.8421;0.5862;0.8419;17;16
0.6207;0.8421;0.6207;0.8419;18;16
0.6552;0.8421;0.6551;0.8420;19;16
0.6897;0.8421;0.6896;0.8420;20;16
0.7241;0.8421;0.7241;0.8420;21;16
0.7586;0.8421;0.7586;0.8420;22;16
0.7931;0.8421;0.7930;0.8421;23;16
0.8276;0.8421;0.8275;0.8421;24;16
0.8621;0.8421;0.8620;0.8422;25;16
0.8966;0.8421;0.8964;0.8423;26;16
0.9310;0.8421;0.9309;0.8424;27;16
0.9655;0.8421;0.9654;0.8426;28;16
1.0000;0.8421;0.9999;0.8429;29;16
0.0000;0.8947;0.0000;0.8951;0;17
0.0345;0.8947;0.0345;0.8952;1;17
0.0690;0.8947;0.0690;0.8953;2;17
0.1034;0.8947;0.1034;0.8953;3;17
0.1379;0.8947;0.1379;0.8952;4;17
0.1724;0.8947;0.1724;0.8951;5;17
0.2069;0.8947;0.2069;0.8951;6;17
0.2414;0.8947;0.2413;0.8950;7;17
0.2759;0.8947;0.2758;0.8949;8;17
0.3103;0.8947;0.3103;0.8948;9;17
0.3448;0.8947;0.3448;0.8947;10;17
0.3793;0.8947;0.3793;0.8946;11;17
0.4138;0.8947;0.4138;0.8946;12;17
0.4483;0.8947;0.4483;0.8946;13;17
0.4828;0.8947;0.4827;0.8946;14;17
0.5172;0.8947;0.5172;0.8946;15;17
0.5517;0.8947;0.5517;0.8946;16;17
0.5862;0.8947;0.5862;0.8946;17;17
0.6207;0.8947;0.6207;0.8946;18;17
0.6552;0.8947;0.6552;0.8946;19;17
0.6897;0.8947;0.6896;0.8946;20;17
0.7241;0.8947;0.7241;0.8946;21;17
0.7586;0.8947;0.7586;0.8947;22;17
0.7931;0.8947;0.7931;0.8947;23;17
0.8276;0.8947;0.8276;0.8947;24;17
0.8621;0.8947;0.8621;0.8948;25;17
0.8966;0.8947;0.8966;0.8948;26;17
0.9310;0.8947;0.9311;0.8950;27;17
0.9655;0.8947;0.9656;0.8951;28;17
1.0000;0.8947;1.0001;0.8954;29;17
0.0000;0.9474;0.0000;0.9476;0;18
0.0345;0.9474;0.0345;0.9478;1;18
0.0690;0.9474;0.0689;0.9479;2;18
0.1034;0.9474;0.1034;0.9479;3;18
0.1379;0.9474;0.1379;0.9479;4;18
0.1724;0.9474;0.1724;0.9478;5;18
0.2069;0.9474;0.2068;0.9477;6;18
0.2414;0.9474;0.2413;0.9476;7;18
0.2759;0.9474;0.2758;0.9476;8;18
0.3103;0.9474;0.3103;0.9475;9;18
0.3448;0.9474;0.3448;0.9474;10;18
0.3793;0.9474;0.3792;0.9473;11;18
0.4138;0.9474;0.4137;0.9473;12;18
0.4483;0.9474;0.4482;0.9473;13;18
0.4828;0.9474;0.4827;0.9472;14;18
0.5172;0.9474;0.5172;0.9472;15;18
0.5517;0.9474;0.5517;0.9472;16;18
0.5862;0.9474;0.5862;0.9472;17;18
0.6207;0.9474;0.6207;0.9472;18;18
0.6552;0.9474;0.6552;0.9472;19;18
0.6897;0.9474;0.6897;0.9472;20;18
0.7241;0.9474;0.7242;0.9472;21;18
0.7586;0.9474;0.7587;0.9472;22;18
0.7931;0.9474;0.7932;0.9472;23;18
0.8276;0.9474;0.8277;0.9472;24;18
0.8621;0.9474;0.8622;0.9473;25;18
0.8966;0.9474;0.8968;0.9473;26;18
0.9310;0.9474;0.9313;0.9474;27;18
0.9655;0.9474;0.9658;0.9475;28;18
1.0000;0.9474;1.0004;0.9478;29;18
0.0000;1.0000;0.0001;0.9999;0;19
0.0345;1.0000;0.0345;1.0001;1;19
0.0690;1.0000;0.0690;1.0003;2;19
0.1034;1.0000;0.1034;1.0004;3;19
0.1379;1.0000;0.1379;1.0004;4;19
0.1724;1.0000;0.1723;1.0004;5;19
0.2069;1.0000;0.2068;1.0003;6;19
0.2414;1.0000;0.2413;1.0003;7;19
0.2759;1.0000;0.2758;1.0002;8;19
0.3103;1.0000;0.3103;1.0001;9;19
0.3448;1.0000;0.3447;1.0001;10;19
0.3793;1.0000;0.3792;1.0000;11;19
