x;y;u;v;column;row
0.8966;0.0526;0.8965;0.0528;26;1
0.9310;0.0526;0.9309;0.0528;27;1
0.9655;0.0526;0.9652;0.0529;28;1
1.0000;0.0526;0.9995;0.0529;29;1
0.0000;0.1053;0.0012;0.1057;0;2
0.0345;0.1053;0.0354;0.1058;1;2
0.0690;0.1053;0.0697;0.1058;2;2
0.1034;0.1053;0.1040;0.1058;3;2
0.1379;0.1053;0.1383;0.1057;4;2
0.1724;0.1053;0.1727;0.1057;5;2
0.2069;0.1053;0.2071;0.1056;6;2
0.2414;0.1053;0.2414;0.1055;7;2
0.2759;0.1053;0.2759;0.1054;8;2
0.3103;0.1053;0.3103;0.1053;9;2
0.3448;0.1053;0.3448;0.1052;10;2
0.3793;0.1053;0.3792;0.1051;11;2
0.4138;0.1053;0.4137;0.1051;12;2
0.4483;0.1053;0.4482;0.1050;13;2
0.4828;0.1053;0.4828;0.1050;14;2
0.5172;0.1053;0.5173;0.1050;15;2
0.5517;0.1053;0.5518;0.1050;16;2
0.5862;0.1053;0.5863;0.1050;17;2
0.6207;0.1053;0.6209;0.1051;18;2
0.6552;0.1053;0.6554;0.1051;19;2
0.6897;0.1053;0.6899;0.1051;20;2
0.7241;0.1053;0.7244;0.1052;21;2
0.7586;0.1053;0.7588;0.1052;22;2
0.7931;0.1053;0.7933;0.1053;23;2
0.8276;0.1053;0.8277;0.1053;24;2
0.8621;0.1053;0.8621;0.1054;25;2
0.8966;0.1053;0.8965;0.1054;26;2
0.9310;0.1053;0.9309;0.1054;27;2
0.9655;0.1053;0.9653;0.1054;28;2
1.0000;0.1053;0.9996;0.1055;29;2
0.0000;0.1579;0.0008;0.1585;0;3
0.0345;0.1579;0.0351;0.1586;1;3
0.0690;0.1579;0.0694;0.1586;2;3
0.1034;0.1579;0.1038;0.1585;3;3
0.1379;0.1579;0.1381;0.1585;4;3
0.1724;0.1579;0.1725;0.1584;5;3
0.2069;0.1579;0.2069;0.1583;6;3
0.2414;0.1579;0.2413;0.1582;7;3
0.2759;0.1579;0.2758;0.1581;8;3
0.3103;0.1579;0.3102;0.1580;9;3
0.3448;0.1579;0.3447;0.1579;10;3
0.3793;0.1579;0.3792;0.1579;11;3
0.4138;0.1579;0.4137;0.1578;12;3
0.4483;0.1579;0.4482;0.1578;13;3
0.4828;0.1579;0.4827;0.1577;14;3
0.5172;0.1579;0.5172;0.1577;15;3
0.5517;0.1579;0.5518;0.1577;16;3
0.5862;0.1579;0.5863;0.1578;17;3
0.6207;0.1579;0.6208;0.1578;18;3
0.6552;0.1579;0.6553;0.1578;19;3
0.6897;0.1579;0.6899;0.1578;20;3
0.7241;0.1579;0.7243;0.1579;21;3
0.7586;0.1579;0.7588;0.1579;22;3
0.7931;0.1579;0.7933;0.1580;23;3
0.8276;0.1579;0.8277;0.1580;24;3
0.8621;0.1579;0.8621;0.1580;25;3
0.8966;0.1579;0.8965;0.1580;26;3
0.9310;0.1579;0.9309;0.1580;27;3
0.9655;0.1579;0.9653;0.1580;28;3
1.0000;0.1579;0.9996;0.1580;29;3
0.0000;0.2105;0.0006;0.2112;0;4
0.0345;0.2105;0.0349;0.2113;1;4
0.0690;0.2105;0.0693;0.2113;2;4
0.1034;0.2105;0.1036;0.2112;3;4
0.1379;0.2105;0.1380;0.2111;4;4
0.1724;0.2105;0.1724;0.2110;5;4
0.2069;0.2105;0.2068;0.2109;6;4
0.2414;0.2105;0.2413;0.2108;7;4
0.2759;0.2105;0.2757;0.2108;8;4
0.3103;0.2105;0.3102;0.2107;9;4
0.3448;0.2105;0.3447;0.2106;10;4
0.3793;0.2105;0.3792;0.2105;11;4
0.4138;0.2105;0.4137;0.2105;12;4
0.4483;0.2105;0.4482;0.2105;13;4
0.4828;0.2105;0.4827;0.2104;14;4
0.5172;0.2105;0.5172;0.2104;15;4
0.5517;0.2105;0.5518;0.2104;16;4
0.5862;0.2105;0.5863;0.2105;17;4
0.6207;0.2105;0.6208;0.2105;18;4
0.6552;0.2105;0.6553;0.2105;19;4
0.6897;0.2105;0.6898;0.2105;20;4
0.7241;0.2105;0.7243;0.2106;21;4
0.7586;0.2105;0.7588;0.2106;22;4
0.7931;0.2105;0.7933;0.2106;23;4
0.8276;0.2105;0.8277;0.2106;24;4
0.8621;0.2105;0.8621;0.2106;25;4
0.8966;0.2105;0.8966;0.2106;26;4
0.9310;0.2105;0.9309;0.2106;27;4
0.9655;0.2105;0.9653;0.2106;28;4
1.0000;0.2105;0.9997;0.2106;29;4
0.0000;0.2632;0.0005;0.2639;0;5
0.0345;0.2632;0.0348;0.2639;1;5
0.0690;0.2632;0.0692;0.2639;2;5
0.1034;0.2632;0.1036;0.2638;3;5
0.1379;0.2632;0.1380;0.2637;4;5
0.1724;0.2632;0.1724;0.2637;5;5
0.2069;0.2632;0.2068;0.2636;6;5
0.2414;0.2632;0.2412;0.2635;7;5
0.2759;0.2632;0.2757;0.2634;8;5
0.3103;0.2632;0.3102;0.2633;9;5
0.3448;0.2632;0.3447;0.2632;10;5
0.3793;0.2632;0.3792;0.2632;11;5
0.4138;0.2632;0.4137;0.2631;12;5
0.4483;0.2632;0.4482;0.2631;13;5
0.4828;0.2632;0.4827;0.2631;14;5
0.5172;0.2632;0.5172;0.2631;15;5
0.5517;0.2632;0.5518;0.2631;16;5
0.5862;0.2632;0.5863;0.2631;17;5
0.6207;0.2632;0.6208;0.2632;18;5
0.6552;0.2632;0.6553;0.2632;19;5
0.6897;0.2632;0.6898;0.2632;20;5
0.7241;0.2632;0.7243;0.2632;21;5
0.7586;0.2632;0.7588;0.2632;22;5
0.7931;0.2632;0.7933;0.2632;23;5
0.8276;0.2632;0.8277;0.2633;24;5
0.8621;0.2632;0.8621;0.2633;25;5
0.8966;0.2632;0.8966;0.2632;26;5
0.9310;0.2632;0.9310;0.2632;27;5
0.9655;0.2632;0.9653;0.2632;28;5
1.0000;0.2632;0.9997;0.2632;29;5
0.0000;0.3158;0.0004;0.3165;0;6
0.0345;0.3158;0.0348;0.3165;1;6
0.0690;0.3158;0.0691;0.3165;2;6
0.1034;0.3158;0.1035;0.3164;3;6
0.1379;0.3158;0.1380;0.3163;4;6
0.1724;0.3158;0.1724;0.3162;5;6
0.2069;0.3158;0.2068;0.3161;6;6
0.2414;0.3158;0.2413;0.3161;7;6
0.2759;0.3158;0.2757;0.3160;8;6
0.3103;0.3158;0.3102;0.3159;9;6
0.3448;0.3158;0.3447;0.3159;10;6
0.3793;0.3158;0.3792;0.3158;11;6
0.4138;0.3158;0.4137;0.3158;12;6
0.4483;0.3158;0.4482;0.3158;13;6
0.4828;0.3158;0.4827;0.3158;14;6
0.5172;0.3158;0.5173;0.3158;15;6
0.5517;0.3158;0.5518;0.3158;16;6
0.5862;0.3158;0.5863;0.3158;17;6
0.6207;0.3158;0.6208;0.3158;18;6
0.6552;0.3158;0.6553;0.3158;19;6
0.6897;0.3158;0.6898;0.3159;20;6
0.7241;0.3158;0.7243;0.3159;21;6
0.7586;0.3158;0.7588;0.3159;22;6
0.7931;0.3158;0.7932;0.3159;23;6
0.8276;0.3158;0.8277;0.3159;24;6
0.8621;0.3158;0.8621;0.3159;25;6
0.8966;0.3158;0.8966;0.3158;26;6
0.9310;0.3158;0.9310;0.3158;27;6
0.9655;0.3158;0.9654;0.3158;28;6
1.0000;0.3158;0.9998;0.3158;29;6
0.0000;0.3684;0.0003;0.3690;0;7
0.0345;0.3684;0.0347;0.3690;1;7
0.0690;0.3684;0.0691;0.3690;2;7
0.1034;0.3684;0.1035;0.3689;3;7
0.1379;0.3684;0.1380;0.3689;4;7
0.1724;0.3684;0.1724;0.3688;5;7
0.2069;0.3684;0.2068;0.3687;6;7
0.2414;0.3684;0.2413;0.3686;7;7
0.2759;0.3684;0.2757;0.3686;8;7
0.3103;0.3684;0.3102;0.3685;9;7
0.3448;0.3684;0.3447;0.3685;10;7
0.3793;0.3684;0.3792;0.3684;11;7
0.4138;0.3684;0.4137;0.3684;12;7
0.4483;0.3684;0.4482;0.3684;13;7
0.4828;0.3684;0.4827;0.3684;14;7
0.5172;0.3684;0.5173;0.3684;15;7
0.5517;0.3684;0.5518;0.3684;16;7
0.5862;0.3684;0.5863;0.3684;17;7
0.6207;0.3684;0.6208;0.3685;18;7
0.6552;0.3684;0.6553;0.3685;19;7
0.6897;0.3684;0.6898;0.3685;20;7
0.7241;0.3684;0.7243;0.3685;21;7
0.7586;0.3684;0.7588;0.3685;22;7
0.7931;0.3684;0.7932;0.3685;23;7
0.8276;0.3684;0.8277;0.3685;24;7
0.8621;0.3684;0.8621;0.3685;25;7
0.8966;0.3684;0.8965;0.3684;26;7
0.9310;0.3684;0.9310;0.3684;27;7
0.9655;0.3684;0.9654;0.3684;28;7
1.0000;0.3684;0.9998;0.3683;29;7
0.0000;0.4211;0.0003;0.4216;0;8
0.0345;0.4211;0.0347;0.4216;1;8
0.0690;0.4211;0.0691;0.4215;2;8
0.1034;0.4211;0.1036;0.4215;3;8
0.1379;0.4211;0.1380;0.4214;4;8
0.1724;0.4211;0.1724;0.4213;5;8
0.2069;0.4211;0.2069;0.4213;6;8
0.2414;0.4211;0.2413;0.4212;7;8
0.2759;0.4211;0.2758;0.4211;8;8
0.3103;0.4211;0.3102;0.4211;9;8
0.3448;0.4211;0.3447;0.4211;10;8
0.3793;0.4211;0.3792;0.4210;11;8
0.4138;0.4211;0.4137;0.4210;12;8
0.4483;0.4211;0.4482;0.4210;13;8
0.4828;0.4211;0.4827;0.4210;14;8
0.5172;0.4211;0.5173;0.4210;15;8
0.5517;0.4211;0.5518;0.4211;16;8
0.5862;0.4211;0.5863;0.4211;17;8
0.6207;0.4211;0.6208;0.4211;18;8
0.6552;0.4211;0.6553;0.4211;19;8
0.6897;0.4211;0.6898;0.4211;20;8
0.7241;0.4211;0.7243;0.4211;21;8
0.7586;0.4211;0.7587;0.4211;22;8
0.7931;0.4211;0.7932;0.4211;23;8
0.8276;0.4211;0.8276;0.4211;24;8
0.8621;0.4211;0.8621;0.4211;25;8
0.8966;0.4211;0.8965;0.4210;26;8
0.9310;0.4211;0.9309;0.4210;27;8
0.9655;0.4211;0.9654;0.4210;28;8
1.0000;0.4211;0.9998;0.4209;29;8
0.0000;0.4737;0.0003;0.4742;0;9
0.0345;0.4737;0.0347;0.4741;1;9
0.0690;0.4737;0.0692;0.4741;2;9
0.1034;0.4737;0.1036;0.4740;3;9
0.1379;0.4737;0.1380;0.4739;4;9
0.1724;0.4737;0.1724;0.4739;5;9
0.2069;0.4737;0.2069;0.4738;6;9
0.2414;0.4737;0.2413;0.4738;7;9
0.2759;0.4737;0.2758;0.4737;8;9
0.3103;0.4737;0.3103;0.4737;9;9
0.3448;0.4737;0.3447;0.4736;10;9
0.3793;0.4737;0.3792;0.4736;11;9
0.4138;0.4737;0.4137;0.4736;12;9
0.4483;0.4737;0.4482;0.4736;13;9
0.4828;0.4737;0.4827;0.4736;14;9
0.5172;0.4737;0.5172;0.4737;15;9
0.5517;0.4737;0.5518;0.4737;16;9
0.5862;0.4737;0.5863;0.4737;17;9
0.6207;0.4737;0.6208;0.4737;18;9
0.6552;0.4737;0.6552;0.4737;19;9
0.6897;0.4737;0.6897;0.4737;20;9
0.7241;0.4737;0.7242;0.4737;21;9
0.7586;0.4737;0.7587;0.4737;22;9
0.7931;0.4737;0.7931;0.4737;23;9
0.8276;0.4737;0.8276;0.4737;24;9
0.8621;0.4737;0.8620;0.4736;25;9
0.8966;0.4737;0.8965;0.4736;26;9
0.9310;0.4737;0.9309;0.4736;27;9
0.9655;0.4737;0.9654;0.4735;28;9
1.0000;0.4737;0.9998;0.4735;29;9
0.0000;0.5263;0.0003;0.5267;0;10
0.0345;0.5263;0.0347;0.5267;1;10
0.0690;0.5263;0.0692;0.5266;2;10
0.1034;0.5263;0.1036;0.5266;3;10
0.1379;0.5263;0.1380;0.5265;4;10
0.1724;0.5263;0.1725;0.5264;5;10
0.2069;0.5263;0.2069;0.5264;6;10
0.2414;0.5263;0.2413;0.5263;7;10
0.2759;0.5263;0.2758;0.5263;8;10
0.3103;0.5263;0.3103;0.5263;9;10
0.3448;0.5263;0.3448;0.5262;10;10
0.3793;0.5263;0.3792;0.5262;11;10
0.4138;0.5263;0.4137;0.5262;12;10
0.4483;0.5263;0.4482;0.5262;13;10
0.4828;0.5263;0.4827;0.5263;14;10
0.5172;0.5263;0.5172;0.5263;15;10
0.5517;0.5263;0.5517;0.5263;16;10
0.5862;0.5263;0.5862;0.5263;17;10
0.6207;0.5263;0.6207;0.5263;18;10
0.6552;0.5263;0.6552;0.5263;19;10
0.6897;0.5263;0.6897;0.5264;20;10
0.7241;0.5263;0.7242;0.5263;21;10
0.7586;0.5263;0.7586;0.5263;22;10
0.7931;0.5263;0.7931;0.5263;23;10
0.8276;0.5263;0.8276;0.5263;24;10
0.8621;0.5263;0.8620;0.5262;25;10
0.8966;0.5263;0.8965;0.5262;26;10
0.9310;0.5263;0.9309;0.5262;27;10
0.9655;0.5263;0.9654;0.5261;28;10
1.0000;0.5263;0.9998;0.5261;29;10
0.0000;0.5789;0.0003;0.5793;0;11
0.0345;0.5789;0.0347;0.5793;1;11
0.0690;0.5789;0.0692;0.5792;2;11
0.1034;0.5789;0.1036;0.5791;3;11
0.1379;0.5789;0.1380;0.5791;4;11
0.1724;0.5789;0.1725;0.5790;5;11
0.2069;0.5789;0.2069;0.5789;6;11
0.2414;0.5789;0.2414;0.5789;7;11
0.2759;0.5789;0.2758;0.5789;8;11
0.3103;0.5789;0.3103;0.5788;9;11
0.3448;0.5789;0.3448;0.5788;10;11
0.3793;0.5789;0.3792;0.5788;11;11
0.4138;0.5789;0.4137;0.5788;12;11
0.4483;0.5789;0.4482;0.5788;13;11
0.4828;0.5789;0.4827;0.5789;14;11
0.5172;0.5789;0.5172;0.5789;15;11
0.5517;0.5789;0.5517;0.5789;16;11
0.5862;0.5789;0.5862;0.5789;17;11
0.6207;0.5789;0.6207;0.5789;18;11
0.6552;0.5789;0.6552;0.5790;19;11
0.6897;0.5789;0.6897;0.5790;20;11
0.7241;0.5789;0.7241;0.5789;21;11
0.7586;0.5789;0.7586;0.5789;22;11
0.7931;0.5789;0.7931;0.5789;23;11
0.8276;0.5789;0.8275;0.5789;24;11
0.8621;0.5789;0.8620;0.5788;25;11
0.8966;0.5789;0.8964;0.5788;26;11
0.9310;0.5789;0.9309;0.5788;27;11
0.9655;0.5789;0.9654;0.5787;28;11
1.0000;0.5789;0.9998;0.5787;29;11
0.0000;0.6316;0.0003;0.6320;0;12
0.0345;0.6316;0.0347;0.6319;1;12
0.0690;0.6316;0.0692;0.6318;2;12
0.1034;0.6316;0.1036;0.6317;3;12
0.1379;0.6316;0.1380;0.6317;4;12
0.1724;0.6316;0.1725;0.6316;5;12
0.2069;0.6316;0.2069;0.6315;6;12
0.2414;0.6316;0.2414;0.6315;7;12
0.2759;0.6316;0.2758;0.6315;8;12
0.3103;0.6316;0.3103;0.6314;9;12
0.3448;0.6316;0.3448;0.6314;10;12
0.3793;0.6316;0.3793;0.6314;11;12
0.4138;0.6316;0.4137;0.6314;12;12
0.4483;0.6316;0.4482;0.6315;13;12
0.4828;0.6316;0.4827;0.6315;14;12
0.5172;0.6316;0.5172;0.6315;15;12
0.5517;0.6316;0.5517;0.6315;16;12
0.5862;0.6316;0.5862;0.6315;17;12
0.6207;0.6316;0.6207;0.6316;18;12
0.6552;0.6316;0.6552;0.6316;19;12
0.6897;0.6316;0.6896;0.6316;20;12
0.7241;0.6316;0.7241;0.6316;21;12
0.7586;0.6316;0.7586;0.6315;22;12
0.7931;0.6316;0.7930;0.6315;23;12
0.8276;0.6316;0.8275;0.6315;24;12
0.8621;0.6316;0.8620;0.6314;25;12
0.8966;0.6316;0.8964;0.6314;26;12
0.9310;0.6316;0.9309;0.6314;27;12
0.9655;0.6316;0.9654;0.6314;28;12
1.0000;0.6316;0.9999;0.6314;29;12
0.0000;0.6842;0.0003;0.6846;0;13
0.0345;0.6842;0.0347;0.6845;1;13
0.0690;0.6842;0.0691;0.6845;2;13
0.1034;0.6842;0.1036;0.6844;3;13
0.1379;0.6842;0.1380;0.6843;4;13
0.1724;0.6842;0.1725;0.6842;5;13
0.2069;0.6842;0.2069;0.6841;6;13
0.2414;0.6842;0.2414;0.6841;7;13
0.2759;0.6842;0.2758;0.6841;8;13
0.3103;0.6842;0.3103;0.6840;9;13
0.3448;0.6842;0.3448;0.6840;10;13
0.3793;0.6842;0.3793;0.6840;11;13
0.4138;0.6842;0.4137;0.6840;12;13
0.4483;0.6842;0.4482;0.6841;13;13
0.4828;0.6842;0.4827;0.6841;14;13
0.5172;0.6842;0.5172;0.6841;15;13
0.5517;0.6842;0.5517;0.6841;16;13
0.5862;0.6842;0.5862;0.6841;17;13
0.6207;0.6842;0.6207;0.6842;18;13
0.6552;0.6842;0.6551;0.6842;19;13
0.6897;0.6842;0.6896;0.6842;20;13
0.7241;0.6842;0.7241;0.6842;21;13
0.7586;0.6842;0.7585;0.6841;22;13
0.7931;0.6842;0.7930;0.6841;23;13
0.8276;0.6842;0.8275;0.6841;24;13
0.8621;0.6842;0.8619;0.6841;25;13
0.8966;0.6842;0.8964;0.6840;26;13
0.9310;0.6842;0.9309;0.6840;27;13
0.9655;0.6842;0.9654;0.6840;28;13
1.0000;0.6842;0.9999;0.6841;29;13
0.0000;0.7368;0.0002;0.7374;0;14
0.0345;0.7368;0.0346;0.7373;1;14
0.0690;0.7368;0.0691;0.7371;2;14
0.1034;0.7368;0.1035;0.7370;3;14
0.1379;0.7368;0.1380;0.7369;4;14
0.1724;0.7368;0.1724;0.7368;5;14
0.2069;0.7368;0.2069;0.7368;6;14
0.2414;0.7368;0.2414;0.7367;7;14
0.2759;0.7368;0.2758;0.7367;8;14
0.3103;0.7368;0.3103;0.7367;9;14
0.3448;0.7368;0.3448;0.7366;10;14
0.3793;0.7368;0.3793;0.7366;11;14
0.4138;0.7368;0.4137;0.7367;12;14
0.4483;0.7368;0.4482;0.7367;13;14
0.4828;0.7368;0.4827;0.7367;14;14
0.5172;0.7368;0.5172;0.7367;15;14
0.5517;0.7368;0.5517;0.7367;16;14
0.5862;0.7368;0.5862;0.7368;17;14
0.6207;0.7368;0.6207;0.7368;18;14
0.6552;0.7368;0.6551;0.7368;19;14
0.6897;0.7368;0.6896;0.7368;20;14
0.7241;0.7368;0.7241;0.7368;21;14
0.7586;0.7368;0.7585;0.7368;22;14
0.7931;0.7368;0.7930;0.7367;23;14
0.8276;0.7368;0.8275;0.7367;24;14
0.8621;0.7368;0.8619;0.7367;25;14
0.8966;0.7368;0.8964;0.7367;26;14
0.9310;0.7368;0.9309;0.7367;27;14
0.9655;0.7368;0.9654;0.7367;28;14
1.0000;0.7368;0.9999;0.7368;29;14
0.0000;0.7895;0.0001;0.7902;0;15
0.0345;0.7895;0.0346;0.7900;1;15
0.0690;0.7895;0.0690;0.7899;2;15
0.1034;0.7895;0.1035;0.7897;3;15
0.1379;0.7895;0.1380;0.7896;4;15
0.1724;0.7895;0.1724;0.7895;5;15
0.2069;0.7895;0.2069;0.7894;6;15
0.2414;0.7895;0.2413;0.7894;7;15
0.2759;0.7895;0.2758;0.7893;8;15
0.3103;0.7895;0.3103;0.7893;9;15
0.3448;0.7895;0.3448;0.7893;10;15
0.3793;0.7895;0.3793;0.7893;11;15
0.4138;0.7895;0.4138;0.7893;12;15
0.4483;0.7895;0.4482;0.7893;13;15
0.4828;0.7895;0.4827;0.7893;14;15
0.5172;0.7895;0.5172;0.7893;15;15
0.5517;0.7895;0.5517;0.7893;16;15
0.5862;0.7895;0.5862;0.7894;17;15
0.6207;0.7895;0.6207;0.7894;18;15
0.6552;0.7895;0.6551;0.7894;19;15
0.6897;0.7895;0.6896;0.7894;20;15
0.7241;0.7895;0.7241;0.7894;21;15
0.7586;0.7895;0.7586;0.7894;22;15
0.7931;0.7895;0.7930;0.7894;23;15
0.8276;0.7895;0.8275;0.7894;24;15
0.8621;0.7895;0.8620;0.7894;25;15
0.8966;0.7895;0.8965;0.7894;26;15
0.9310;0.7895;0.9310;0.7894;27;15
0.9655;0.7895;0.9655;0.7895;28;15
1.0000;0.7895;1.0000;0.7896;29;15
0.0000;0.8421;-0.0000;0.8430;0;16
0.0345;0.8421;0.0345;0.8428;1;16
0.0690;0.8421;0.0689;0.8426;2;16
0.1034;0.8421;0.1034;0.8425;3;16
0.1379;0.8421;0.1379;0.8423;4;16
0.1724;0.8421;0.1724;0.8422;5;16
0.2069;0.8421;0.2068;0.8421;6;16
0.2414;0.8421;0.2413;0.8420;7;16
0.2759;0.8421;0.2758;0.8420;8;16
0.3103;0.8421;0.3103;0.8419;9;16
0.3448;0.8421;0.3448;0.8419;10;16
0.3793;0.8421;0.3793;0.8419;11;16
0.4138;0.8421;0.4138;0.8419;12;16
0.4483;0.8421;0.4483;0.8419;13;16
0.4828;0.8421;0.4828;0.8419;14;16
0.5172;0.8421;0.5172;0.8419;15;16
0.5517;0.8421;0.5517;0.8419;16;16
0.5862;0.8421;0.5862;0.8420;17;16
0.6207;0.8421;0.6207;0.8420;18;16
0.6552;0.8421;0.6552;0.8420;19;16
0.6897;0.8421;0.6897;0.8420;20;16
0.7241;0.8421;0.7241;0.8420;21;16
0.7586;0.8421;0.7586;0.8420;22;16
0.7931;0.8421;0.7931;0.8420;23;16
0.8276;0.8421;0.8275;0.8421;24;16
0.8621;0.8421;0.8620;0.8421;25;16
0.8966;0.8421;0.8965;0.8421;26;16
0.9310;0.8421;0.9310;0.8422;27;16
0.9655;0.8421;0.9655;0.8423;28;16
1.0000;0.8421;1.0001;0.8425;29;16
0.0000;0.8947;-0.0002;0.8959;0;17
0.0345;0.8947;0.0343;0.8957;1;17
0.0690;0.8947;0.0688;0.8954;2;17
0.1034;0.8947;0.1033;0.8952;3;17
0.1379;0.8947;0.1378;0.8951;4;17
0.1724;0.8947;0.1723;0.8949;5;17
0.2069;0.8947;0.2068;0.8948;6;17
0.2414;0.8947;0.2413;0.8947;7;17
0.2759;0.8947;0.2758;0.8946;8;17
0.3103;0.8947;0.3103;0.8946;9;17
0.3448;0.8947;0.3448;0.8945;10;17
0.3793;0.8947;0.3793;0.8945;11;17
0.4138;0.8947;0.4138;0.8945;12;17
0.4483;0.8947;0.4483;0.8945;13;17
0.4828;0.8947;0.4828;0.8945;14;17
0.5172;0.8947;0.5173;0.8945;15;17
0.5517;0.8947;0.5518;0.8945;16;17
0.5862;0.8947;0.5863;0.8946;17;17
0.6207;0.8947;0.6208;0.8946;18;17
0.6552;0.8947;0.6552;0.8946;19;17
0.6897;0.8947;0.6897;0.8946;20;17
0.7241;0.8947;0.7242;0.8947;21;17
0.7586;0.8947;0.7587;0.8947;22;17
0.7931;0.8947;0.7931;0.8947;23;17
0.8276;0.8947;0.8276;0.8948;24;17
0.8621;0.8947;0.8621;0.8948;25;17
0.8966;0.8947;0.8966;0.8949;26;17
0.9310;0.8947;0.9311;0.8951;27;17
0.9655;0.8947;0.9656;0.8952;28;17
1.0000;0.8947;1.0002;0.8955;29;17
0.0000;0.9474;-0.0004;0.9488;0;18
0.0345;0.9474;0.0341;0.9485;1;18
0.0690;0.9474;0.0687;0.9483;2;18
0.1034;0.9474;0.1032;0.9480;3;18
0.1379;0.9474;0.1377;0.9478;4;18
0.1724;0.9474;0.1722;0.9476;5;18
0.2069;0.9474;0.2067;0.9475;6;18
0.2414;0.9474;0.2412;0.9473;7;18
0.2759;0.9474;0.2758;0.9473;8;18
0.3103;0.9474;0.3103;0.9472;9;18
0.3448;0.9474;0.3448;0.9471;10;18
0.3793;0.9474;0.3793;0.9471;11;18
0.4138;0.9474;0.4138;0.9471;12;18
0.4483;0.9474;0.4483;0.9471;13;18
0.4828;0.9474;0.4828;0.9471;14;18
0.5172;0.9474;0.5173;0.9471;15;18
0.5517;0.9474;0.5518;0.9471;16;18
0.5862;0.9474;0.5863;0.9472;17;18
0.6207;0.9474;0.6208;0.9472;18;18
0.6552;0.9474;0.6553;0.9472;19;18
0.6897;0.9474;0.6898;0.9473;20;18
0.7241;0.9474;0.7243;0.9473;21;18
0.7586;0.9474;0.7587;0.9474;22;18
0.7931;0.9474;0.7932;0.9474;23;18
0.8276;0.9474;0.8277;0.9475;24;18
0.8621;0.9474;0.8622;0.9477;25;18
0.8966;0.9474;0.8967;0.9478;26;18
0.9310;0.9474;0.9312;0.9480;27;18
0.9655;0.9474;0.9657;0.9482;28;18
1.0000;0.9474;1.0003;0.9485;29;18
0.0000;1.0000;-0.0007;1.0018;0;19
0.0345;1.0000;0.0339;1.0014;1;19
0.0690;1.0000;0.0684;1.0011;2;19
0.1034;1.0000;0.1030;1.0008;3;19
0.1379;1.0000;0.1375;1.0006;4;19
0.1724;1.0000;0.1721;1.0003;5;19
0.2069;1.0000;0.2066;1.0002;6;19
0.2414;1.0000;0.2412;1.0000;7;19
0.2759;1.0000;0.2757;0.9999;8;19
0.3103;1.0000;0.3102;0.9998;9;19
0.3448;1.0000;0.3448;0.9997;10;19
